invoice_no,customer_id,category,quantity,price,payment_method,invoice_date,shopping_mall
I187434,471,Food & Beverage,5,26.15,Cash,21/09/2022,Metrocity
I178537,1088,Toys,3,107.52,Credit Card,17/04/2022,Istinye Park
I145647,960,Clothing,2,600.16,Cash,2/10/2021,Mall of Istanbul
I250140,177,Food & Beverage,4,20.92,Cash,23/03/2022,Metrocity
I274561,1771,Shoes,4,2400.68,Cash,22/08/2021,Kanyon
I563988,870,Toys,1,35.84,Credit Card,5/9/2022,Metropol AVM
I184787,660,Food & Beverage,3,15.69,Cash,22/08/2022,Metrocity
I142757,180,Toys,3,107.52,Cash,23/02/2023,Metrocity
I146425,3197,Technology,2,2100.0,Credit Card,2/10/2021,Mall of Istanbul
I252950,4293,Food & Beverage,3,15.69,Credit Card,8/5/2022,Metrocity
I222560,34,Clothing,5,1500.4,Debit Card,27/09/2021,Mall of Istanbul
I194729,40,Shoes,4,2400.68,Debit Card,24/02/2023,Mall of Istanbul
I363662,50,Food & Beverage,4,20.92,Cash,15/04/2021,Istinye Park
I830538,689,Toys,4,143.36,Debit Card,8/4/2021,Emaar Square Mall
I263671,1299,Cosmetics,4,162.64,Credit Card,10/1/2022,Mall of Istanbul
I175764,324,Cosmetics,3,121.98,Cash,21/04/2021,Emaar Square Mall
I316876,432,Technology,2,2100.0,Cash,29/01/2022,Mall of Istanbul
I219281,617,Shoes,2,1200.34,Cash,28/09/2021,Mall of Istanbul
I309668,61,Toys,4,143.36,Credit Card,27/08/2021,Metrocity
I145520,1106,Food & Beverage,1,5.23,Credit Card,12/10/2022,Istinye Park
I195815,912,Shoes,5,3000.85,Debit Card,18/09/2021,Forum Istanbul
I114768,79,Food & Beverage,4,20.92,Credit Card,16/04/2022,Mall of Istanbul
I288819,1449,Souvenir,4,46.92,Cash,23/07/2022,Metrocity
I325594,1056,Souvenir,1,11.73,Cash,15/09/2022,Kanyon
I245614,882,Books,5,75.75,Cash,20/01/2022,Metrocity
I998114,608,Technology,2,2100.0,Debit Card,28/10/2022,Kanyon
I189159,548,Clothing,2,600.16,Credit Card,20/04/2022,Metrocity
I136074,1080,Cosmetics,1,40.66,Cash,13/01/2023,Mall of Istanbul
I120756,210,Toys,3,107.52,Credit Card,19/08/2022,Forum Istanbul
I256494,2755,Cosmetics,2,81.32,Credit Card,18/07/2021,Viaport Outlet
I177680,1794,Shoes,3,1800.51,Cash,26/03/2022,Emaar Square Mall
I426443,108,Clothing,5,1500.4,Credit Card,6/6/2021,Metrocity
I320282,24,Food & Beverage,4,20.92,Cash,5/9/2021,Metropol AVM
I253195,1332,Shoes,5,3000.85,Cash,6/10/2021,Mall of Istanbul
I140977,300,Clothing,1,300.08,Cash,10/11/2022,Metropol AVM
I883324,928,Clothing,3,900.24,Cash,10/11/2022,Metropol AVM
I250095,2579,Clothing,2,600.16,Cash,4/2/2023,Metrocity
I179339,217,Toys,5,179.2,Cash,10/2/2021,Kanyon
I617812,469,Cosmetics,1,40.66,Credit Card,21/10/2022,Zorlu Center
I171490,88,Souvenir,2,23.46,Debit Card,4/6/2022,Metropol AVM
I114664,1479,Cosmetics,5,203.3,Debit Card,26/01/2022,Mall of Istanbul
I309566,686,Shoes,5,3000.85,Credit Card,19/07/2021,Forum Istanbul
I159122,1500,Cosmetics,3,121.98,Cash,15/06/2022,Metrocity
I288985,66,Books,2,30.3,Cash,22/12/2022,Metrocity
I228933,201,Souvenir,1,11.73,Credit Card,1/12/2022,Kanyon
I253992,214,Shoes,2,1200.34,Credit Card,5/10/2021,Viaport Outlet
I144724,2694,Clothing,1,300.08,Cash,1/10/2021,Kanyon
I156932,3867,Clothing,5,1500.4,Credit Card,16/02/2023,Kanyon
I247265,1203,Clothing,3,900.24,Credit Card,14/02/2021,Kanyon
I112607,1056,Cosmetics,3,121.98,Credit Card,10/5/2021,Kanyon
I698178,1883,Clothing,1,300.08,Debit Card,4/2/2021,Mall of Istanbul
I320224,2389,Food & Beverage,3,15.69,Debit Card,26/09/2021,Kanyon
I836701,1320,Food & Beverage,4,20.92,Cash,20/10/2021,Kanyon
I338817,1497,Shoes,4,2400.68,Cash,27/09/2021,Mall of Istanbul
I324135,2781,Clothing,3,900.24,Credit Card,3/1/2023,Mall of Istanbul
I287372,1439,Toys,1,35.84,Cash,25/11/2021,Kanyon
I102314,1409,Clothing,1,300.08,Credit Card,3/8/2021,Kanyon
I274215,486,Technology,1,1050.0,Debit Card,14/02/2021,Cevahir AVM
I102024,1506,Souvenir,5,58.65,Credit Card,10/11/2022,Kanyon
I201864,1061,Food & Beverage,5,26.15,Credit Card,16/05/2022,Kanyon
I264140,613,Toys,3,107.52,Debit Card,18/02/2021,Metropol AVM
I109014,319,Souvenir,3,35.19,Credit Card,14/01/2022,Istinye Park
I532109,286,Clothing,5,1500.4,Cash,25/09/2021,Mall of Istanbul
I323323,1261,Clothing,5,1500.4,Credit Card,15/06/2022,Zorlu Center
I109293,1951,Books,4,60.6,Cash,4/1/2022,Viaport Outlet
I328692,1134,Shoes,5,3000.85,Cash,8/5/2021,Mall of Istanbul
I238432,249,Clothing,4,1200.32,Credit Card,16/02/2021,Forum Istanbul
I228011,1451,Shoes,3,1800.51,Credit Card,13/02/2023,Mall of Istanbul
I139556,152,Souvenir,2,23.46,Credit Card,7/9/2022,Metropol AVM
I490823,2107,Food & Beverage,5,26.15,Cash,31/08/2021,Emaar Square Mall
I136919,1401,Technology,2,2100.0,Credit Card,4/12/2021,Metrocity
I317456,1015,Technology,5,5250.0,Debit Card,29/06/2022,Mall of Istanbul
I290100,352,Cosmetics,4,162.64,Debit Card,13/10/2021,Metrocity
I190396,353,Technology,5,5250.0,Credit Card,8/8/2021,Mall of Istanbul
I429412,1233,Toys,1,35.84,Credit Card,3/2/2023,Viaport Outlet
I127143,144,Clothing,3,900.24,Cash,5/6/2021,Metrocity
I232019,353,Cosmetics,1,40.66,Cash,24/10/2022,Mall of Istanbul
I359051,123,Clothing,5,1500.4,Cash,12/6/2021,Kanyon
I179596,1335,Shoes,2,1200.34,Cash,21/10/2021,Mall of Istanbul
I115585,1046,Food & Beverage,4,20.92,Cash,11/9/2022,Mall of Istanbul
I151272,1686,Clothing,2,600.16,Credit Card,3/5/2021,Kanyon
I565921,782,Clothing,1,300.08,Cash,16/08/2021,Istinye Park
I619128,944,Books,5,75.75,Credit Card,30/06/2022,Mall of Istanbul
I216527,567,Clothing,1,300.08,Credit Card,17/02/2021,Metrocity
I226728,1847,Shoes,2,1200.34,Credit Card,2/10/2022,Istinye Park
I128088,769,Shoes,3,1800.51,Cash,17/03/2021,Istinye Park
I211985,3153,Shoes,3,1800.51,Credit Card,31/03/2022,Metropol AVM
I118405,17,Shoes,3,1800.51,Cash,14/02/2022,Mall of Istanbul
I165270,1335,Clothing,5,1500.4,Credit Card,27/02/2023,Mall of Istanbul
I229252,736,Clothing,1,300.08,Credit Card,4/7/2021,Emaar Square Mall
I109453,234,Toys,1,35.84,Cash,7/2/2022,Metropol AVM
I302199,577,Clothing,1,300.08,Credit Card,26/06/2021,Metropol AVM
I202056,16,Books,4,60.6,Debit Card,7/2/2023,Metrocity
I284964,721,Cosmetics,2,81.32,Cash,24/12/2021,Kanyon
I610353,383,Cosmetics,5,203.3,Cash,21/08/2021,Kanyon
I133261,1678,Food & Beverage,3,15.69,Cash,7/5/2021,Kanyon
I195162,40,Clothing,4,1200.32,Cash,3/3/2021,Kanyon
I236411,556,Food & Beverage,5,26.15,Credit Card,31/12/2022,Kanyon
I250040,1489,Food & Beverage,1,5.23,Debit Card,29/01/2022,Cevahir AVM
I352528,150,Shoes,2,1200.34,Credit Card,11/7/2021,Kanyon
I135368,3425,Toys,2,71.68,Debit Card,23/08/2022,Zorlu Center
I955408,1466,Clothing,1,300.08,Cash,27/02/2023,Kanyon
I846963,872,Food & Beverage,1,5.23,Cash,4/3/2022,Istinye Park
I260572,207,Cosmetics,1,40.66,Cash,3/2/2022,Zorlu Center
I266552,1294,Food & Beverage,2,10.46,Cash,2/4/2022,Istinye Park
I166823,1110,Clothing,1,300.08,Cash,25/03/2022,Istinye Park
I441644,100,Clothing,2,600.16,Credit Card,8/10/2022,Metropol AVM
I477622,318,Toys,3,107.52,Cash,5/5/2021,Viaport Outlet
I177479,1721,Cosmetics,4,162.64,Cash,22/03/2021,Istinye Park
I312040,1306,Souvenir,2,23.46,Cash,24/03/2021,Metropol AVM
I138016,419,Clothing,1,300.08,Cash,23/12/2022,Mall of Istanbul
I324094,221,Technology,5,5250.0,Credit Card,16/05/2022,Forum Istanbul
I160204,402,Books,2,30.3,Credit Card,14/10/2022,Forum Istanbul
I699353,1712,Toys,5,179.2,Cash,31/12/2022,Metropol AVM
I760747,657,Clothing,2,600.16,Credit Card,27/02/2023,Kanyon
I809166,482,Shoes,5,3000.85,Cash,6/10/2021,Forum Istanbul
I213132,288,Clothing,1,300.08,Cash,14/10/2022,Forum Istanbul
I557804,782,Cosmetics,3,121.98,Credit Card,23/01/2023,Mall of Istanbul
I251885,108,Cosmetics,2,81.32,Debit Card,1/3/2022,Istinye Park
I210070,2422,Toys,5,179.2,Credit Card,10/12/2021,Mall of Istanbul
I108083,1864,Clothing,5,1500.4,Credit Card,7/7/2021,Mall of Istanbul
I260439,2582,Books,3,45.45,Cash,4/11/2022,Metrocity
I395976,1547,Clothing,3,900.24,Cash,8/2/2022,Kanyon
I322773,931,Clothing,4,1200.32,Credit Card,17/10/2021,Metrocity
I406748,19,Clothing,5,1500.4,Credit Card,25/10/2021,Metrocity
I198933,1520,Technology,3,3150.0,Credit Card,28/05/2021,Istinye Park
I492378,1292,Shoes,1,600.17,Credit Card,5/12/2021,Metropol AVM
I273156,1645,Cosmetics,5,203.3,Credit Card,8/11/2022,Kanyon
I220388,367,Technology,1,1050.0,Cash,5/11/2021,Mall of Istanbul
I338987,618,Shoes,3,1800.51,Credit Card,27/04/2021,Cevahir AVM
I274795,3762,Shoes,2,1200.34,Credit Card,8/3/2023,Metropol AVM
I147688,343,Food & Beverage,5,26.15,Cash,11/1/2022,Kanyon
I599893,336,Shoes,1,600.17,Credit Card,30/01/2023,Viaport Outlet
I264838,92,Souvenir,3,35.19,Cash,15/09/2022,Metropol AVM
I198746,1509,Food & Beverage,4,20.92,Debit Card,7/12/2021,Mall of Istanbul
I217191,539,Clothing,2,600.16,Debit Card,28/02/2021,Istinye Park
I172641,332,Toys,5,179.2,Cash,11/9/2022,Metrocity
I260183,33,Clothing,3,900.24,Credit Card,26/10/2022,Zorlu Center
I280133,1065,Clothing,4,1200.32,Cash,7/6/2022,Forum Istanbul
I185216,3530,Clothing,2,600.16,Cash,26/03/2022,Mall of Istanbul
I273366,1436,Clothing,5,1500.4,Credit Card,29/07/2022,Kanyon
I680142,877,Souvenir,5,58.65,Cash,24/04/2021,Kanyon
I235763,383,Clothing,3,900.24,Credit Card,10/3/2022,Kanyon
I193882,205,Toys,2,71.68,Debit Card,22/03/2021,Metrocity
I126377,229,Cosmetics,2,81.32,Credit Card,5/4/2021,Metrocity
I205408,3195,Clothing,5,1500.4,Credit Card,16/08/2022,Kanyon
I266781,2194,Toys,3,107.52,Cash,25/01/2023,Istinye Park
I166220,1646,Cosmetics,5,203.3,Credit Card,26/12/2022,Viaport Outlet
I351200,161,Clothing,3,900.24,Debit Card,23/10/2021,Mall of Istanbul
I665541,4430,Shoes,1,600.17,Credit Card,26/01/2021,Metrocity
I724118,1161,Books,4,60.6,Cash,1/3/2022,Cevahir AVM
I151977,428,Toys,2,71.68,Credit Card,7/2/2022,Mall of Istanbul
I455730,5656,Cosmetics,5,203.3,Debit Card,30/11/2021,Mall of Istanbul
I269524,2560,Food & Beverage,5,26.15,Cash,17/02/2022,Mall of Istanbul
I277655,860,Clothing,2,600.16,Credit Card,30/01/2021,Cevahir AVM
I232062,547,Clothing,5,1500.4,Credit Card,22/01/2023,Zorlu Center
I275218,496,Cosmetics,5,203.3,Debit Card,24/07/2021,Viaport Outlet
I291610,1395,Souvenir,2,23.46,Debit Card,22/02/2021,Mall of Istanbul
I110328,513,Toys,1,35.84,Debit Card,30/12/2022,Forum Istanbul
I106120,1530,Toys,5,179.2,Debit Card,11/4/2021,Metrocity
I260295,1038,Food & Beverage,5,26.15,Credit Card,21/02/2023,Istinye Park
I275256,42,Food & Beverage,2,10.46,Cash,30/10/2021,Viaport Outlet
I243617,472,Food & Beverage,1,5.23,Cash,3/12/2022,Istinye Park
I401939,2862,Clothing,2,600.16,Debit Card,7/1/2021,Istinye Park
I178874,85,Toys,1,35.84,Debit Card,27/09/2021,Kanyon
I260871,1305,Technology,1,1050.0,Credit Card,18/05/2022,Metropol AVM
I121196,69,Souvenir,4,46.92,Credit Card,4/10/2022,Metrocity
I192278,28,Shoes,1,600.17,Cash,27/05/2021,Mall of Istanbul
I225017,2708,Food & Beverage,3,15.69,Cash,10/8/2021,Istinye Park
I195905,14,Clothing,4,1200.32,Credit Card,10/5/2021,Zorlu Center
I463814,323,Clothing,5,1500.4,Cash,11/6/2022,Kanyon
I204700,444,Toys,3,107.52,Cash,4/11/2021,Metropol AVM
I265444,1430,Cosmetics,3,121.98,Cash,1/6/2021,Kanyon
I265466,295,Cosmetics,2,81.32,Debit Card,2/12/2021,Mall of Istanbul
I302795,4859,Clothing,2,600.16,Credit Card,15/03/2022,Kanyon
I134632,14,Shoes,3,1800.51,Debit Card,14/06/2021,Metrocity
I186508,4513,Shoes,3,1800.51,Cash,29/04/2021,Mall of Istanbul
I329454,86,Souvenir,1,11.73,Debit Card,14/04/2022,Metropol AVM
I171114,559,Clothing,3,900.24,Credit Card,2/3/2022,Emaar Square Mall
I478239,1123,Toys,3,107.52,Debit Card,23/02/2023,Emaar Square Mall
I795476,787,Shoes,3,1800.51,Credit Card,10/6/2022,Kanyon
I852985,184,Food & Beverage,5,26.15,Debit Card,19/04/2021,Metropol AVM
I255433,36,Books,3,45.45,Credit Card,21/04/2022,Kanyon
I953834,1719,Clothing,3,900.24,Cash,7/10/2022,Cevahir AVM
I195320,691,Books,3,45.45,Debit Card,11/5/2022,Mall of Istanbul
I294064,795,Cosmetics,4,162.64,Credit Card,4/3/2023,Mall of Istanbul
I232704,291,Cosmetics,5,203.3,Cash,1/5/2022,Kanyon
I262125,518,Toys,1,35.84,Debit Card,13/04/2022,Mall of Istanbul
I181742,37,Toys,5,179.2,Cash,17/02/2021,Mall of Istanbul
I330371,1005,Cosmetics,5,203.3,Cash,8/6/2022,Kanyon
I182761,1478,Clothing,2,600.16,Cash,18/12/2021,Istinye Park
I737451,5465,Cosmetics,5,203.3,Cash,18/09/2022,Istinye Park
I187881,967,Technology,1,1050.0,Cash,8/3/2021,Mall of Istanbul
I158989,23,Cosmetics,3,121.98,Cash,22/01/2023,Mall of Istanbul
I114287,173,Food & Beverage,3,15.69,Cash,12/5/2021,Cevahir AVM
I105807,880,Food & Beverage,3,15.69,Cash,3/9/2021,Metrocity
I252397,1627,Cosmetics,2,81.32,Credit Card,2/9/2022,Metropol AVM
I238290,929,Clothing,4,1200.32,Credit Card,27/06/2021,Metrocity
I256981,614,Souvenir,2,23.46,Credit Card,22/05/2022,Viaport Outlet
I325373,515,Cosmetics,2,81.32,Credit Card,12/6/2021,Viaport Outlet
I327863,202,Food & Beverage,2,10.46,Cash,31/10/2021,Metrocity
I688566,1182,Souvenir,4,46.92,Cash,23/03/2021,Zorlu Center
I162399,164,Technology,2,2100.0,Cash,8/8/2022,Zorlu Center
I258266,2598,Clothing,4,1200.32,Credit Card,11/6/2021,Zorlu Center
I203735,144,Cosmetics,1,40.66,Debit Card,24/05/2022,Emaar Square Mall
I999141,1637,Clothing,1,300.08,Debit Card,9/4/2021,Viaport Outlet
I921064,2189,Toys,4,143.36,Cash,23/12/2022,Metrocity
I163738,306,Clothing,2,600.16,Credit Card,8/7/2021,Cevahir AVM
I562073,1700,Clothing,1,300.08,Cash,7/12/2021,Emaar Square Mall
I177577,474,Toys,3,107.52,Credit Card,1/7/2022,Metropol AVM
I109901,720,Shoes,4,2400.68,Debit Card,6/12/2021,Istinye Park
I191945,1159,Cosmetics,1,40.66,Cash,18/04/2021,Cevahir AVM
I180528,1201,Toys,4,143.36,Credit Card,4/7/2022,Mall of Istanbul
I188190,223,Souvenir,4,46.92,Cash,12/11/2022,Mall of Istanbul
I153391,969,Souvenir,5,58.65,Debit Card,15/01/2021,Metrocity
I249926,47,Shoes,4,2400.68,Cash,20/08/2021,Kanyon
I680241,5497,Shoes,2,1200.34,Credit Card,30/06/2021,Metrocity
I549888,6490,Clothing,5,1500.4,Credit Card,25/11/2021,Viaport Outlet
I277227,764,Food & Beverage,4,20.92,Debit Card,25/02/2021,Metropol AVM
I827306,734,Clothing,1,300.08,Cash,16/12/2021,Kanyon
I246515,553,Clothing,4,1200.32,Debit Card,2/2/2022,Mall of Istanbul
I189399,93,Clothing,3,900.24,Credit Card,4/10/2022,Kanyon
I250203,1196,Technology,2,2100.0,Credit Card,17/01/2023,Mall of Istanbul
I207734,304,Books,4,60.6,Debit Card,20/07/2021,Cevahir AVM
I104160,1051,Clothing,3,900.24,Cash,16/01/2023,Mall of Istanbul
I750875,1356,Clothing,1,300.08,Cash,5/7/2022,Forum Istanbul
I150787,457,Cosmetics,3,121.98,Cash,15/02/2022,Mall of Istanbul
I192025,3116,Food & Beverage,3,15.69,Cash,27/03/2021,Metrocity
I147543,673,Souvenir,3,35.19,Cash,10/12/2021,Istinye Park
I150897,195,Toys,1,35.84,Debit Card,12/7/2022,Emaar Square Mall
I620781,1985,Clothing,3,900.24,Cash,25/11/2022,Metropol AVM
I617738,1632,Technology,3,3150.0,Cash,28/10/2022,Mall of Istanbul
I102075,306,Cosmetics,1,40.66,Cash,30/07/2021,Metrocity
I337634,75,Technology,5,5250.0,Cash,23/05/2022,Mall of Istanbul
I214783,1,Technology,4,4200.0,Cash,23/06/2021,Istinye Park
I222687,18,Food & Beverage,3,15.69,Credit Card,18/02/2021,Metropol AVM
I587311,27,Clothing,3,900.24,Debit Card,9/11/2022,Forum Istanbul
I254588,2066,Toys,1,35.84,Debit Card,25/02/2022,Metrocity
I113173,1534,Cosmetics,4,162.64,Cash,30/09/2021,Metrocity
I251930,376,Shoes,4,2400.68,Credit Card,31/12/2021,Mall of Istanbul
I271727,1058,Cosmetics,1,40.66,Credit Card,23/12/2022,Kanyon
I102879,1189,Food & Beverage,4,20.92,Debit Card,3/9/2022,Cevahir AVM
I630114,28,Clothing,1,300.08,Credit Card,26/09/2022,Kanyon
I288329,222,Cosmetics,3,121.98,Credit Card,19/10/2021,Zorlu Center
I119466,780,Toys,4,143.36,Debit Card,16/01/2022,Metrocity
I317983,1066,Cosmetics,5,203.3,Cash,5/8/2022,Metrocity
I332021,10,Clothing,1,300.08,Credit Card,12/6/2021,Kanyon
I156332,935,Clothing,2,600.16,Debit Card,25/08/2022,Metrocity
I415397,1424,Clothing,1,300.08,Credit Card,17/08/2022,Istinye Park
I109938,1051,Shoes,4,2400.68,Cash,1/4/2022,Metropol AVM
I108380,784,Shoes,3,1800.51,Cash,17/11/2022,Mall of Istanbul
I787252,233,Clothing,5,1500.4,Debit Card,22/06/2022,Metrocity
I289828,2434,Clothing,5,1500.4,Cash,17/05/2021,Metrocity
I136586,1088,Clothing,1,300.08,Debit Card,16/04/2021,Mall of Istanbul
I262142,246,Clothing,2,600.16,Credit Card,20/11/2021,Mall of Istanbul
I194094,656,Books,2,30.3,Cash,3/12/2021,Emaar Square Mall
I316429,407,Clothing,3,900.24,Debit Card,26/02/2022,Kanyon
I136751,1570,Clothing,3,900.24,Credit Card,4/12/2021,Zorlu Center
I881027,296,Food & Beverage,2,10.46,Debit Card,23/12/2022,Istinye Park
I125739,530,Cosmetics,1,40.66,Credit Card,23/05/2021,Metrocity
I193038,851,Cosmetics,5,203.3,Cash,30/03/2021,Istinye Park
I320496,547,Clothing,4,1200.32,Credit Card,13/01/2023,Forum Istanbul
I453737,1860,Clothing,3,900.24,Credit Card,3/3/2022,Istinye Park
I757911,1872,Toys,4,143.36,Cash,20/05/2021,Cevahir AVM
I323948,862,Food & Beverage,3,15.69,Cash,16/02/2023,Kanyon
I112259,563,Cosmetics,1,40.66,Credit Card,12/7/2021,Forum Istanbul
I118678,1050,Toys,3,107.52,Cash,9/1/2022,Mall of Istanbul
I283249,198,Clothing,4,1200.32,Credit Card,16/06/2022,Kanyon
I187189,8,Clothing,4,1200.32,Credit Card,24/01/2022,Istinye Park
I257616,669,Clothing,4,1200.32,Debit Card,12/10/2022,Kanyon
I332867,322,Books,1,15.15,Cash,30/07/2022,Metropol AVM
I177031,3675,Cosmetics,2,81.32,Cash,16/11/2022,Forum Istanbul
I151701,339,Clothing,2,600.16,Debit Card,31/03/2022,Metropol AVM
I288674,1108,Technology,1,1050.0,Credit Card,12/3/2022,Kanyon
I199817,1864,Books,1,15.15,Debit Card,24/10/2022,Mall of Istanbul
I246003,255,Clothing,1,300.08,Debit Card,1/8/2021,Metrocity
I210025,520,Clothing,5,1500.4,Debit Card,31/10/2021,Metropol AVM
I297592,1158,Food & Beverage,5,26.15,Debit Card,15/08/2021,Forum Istanbul
I453056,1545,Clothing,5,1500.4,Debit Card,3/4/2022,Kanyon
I117593,1855,Clothing,5,1500.4,Credit Card,4/5/2022,Metrocity
I270491,336,Cosmetics,4,162.64,Cash,16/04/2021,Zorlu Center
I439007,447,Cosmetics,1,40.66,Credit Card,10/7/2021,Metropol AVM
I759716,48,Cosmetics,1,40.66,Cash,25/04/2021,Metrocity
I322854,198,Clothing,3,900.24,Cash,9/12/2022,Istinye Park
I314442,990,Books,5,75.75,Credit Card,4/1/2023,Metropol AVM
I323790,34,Shoes,5,3000.85,Credit Card,16/10/2021,Zorlu Center
I298309,316,Toys,1,35.84,Cash,22/01/2022,Istinye Park
I214481,2388,Shoes,5,3000.85,Credit Card,30/08/2022,Istinye Park
I315324,1296,Clothing,3,900.24,Credit Card,2/3/2022,Forum Istanbul
I295488,1005,Food & Beverage,2,10.46,Credit Card,12/11/2022,Zorlu Center
I277787,1318,Clothing,4,1200.32,Credit Card,19/03/2021,Emaar Square Mall
I195631,924,Souvenir,3,35.19,Debit Card,11/7/2021,Mall of Istanbul
I336794,423,Food & Beverage,1,5.23,Cash,2/8/2022,Emaar Square Mall
I233231,351,Food & Beverage,5,26.15,Cash,3/2/2022,Istinye Park
I271914,680,Shoes,3,1800.51,Debit Card,4/11/2022,Kanyon
I132664,1460,Toys,3,107.52,Cash,18/07/2022,Kanyon
I547257,192,Clothing,1,300.08,Cash,30/01/2021,Kanyon
I338169,1318,Books,1,15.15,Credit Card,10/8/2021,Viaport Outlet
I234807,428,Clothing,5,1500.4,Debit Card,27/10/2022,Kanyon
I288981,776,Cosmetics,5,203.3,Cash,15/04/2022,Metropol AVM
I279029,1640,Souvenir,4,46.92,Credit Card,18/03/2022,Metropol AVM
I847530,1242,Cosmetics,1,40.66,Debit Card,18/10/2021,Metrocity
I195270,3779,Souvenir,1,11.73,Credit Card,9/1/2021,Kanyon
I229717,508,Food & Beverage,1,5.23,Cash,20/06/2021,Mall of Istanbul
I262083,54,Food & Beverage,3,15.69,Cash,10/4/2021,Cevahir AVM
I318556,5460,Clothing,5,1500.4,Cash,19/07/2022,Istinye Park
I105218,30,Souvenir,2,23.46,Cash,20/02/2022,Metrocity
I129344,47,Clothing,3,900.24,Cash,21/09/2022,Mall of Istanbul
I507491,4174,Technology,3,3150.0,Cash,27/09/2021,Kanyon
I966297,2323,Clothing,3,900.24,Debit Card,15/09/2021,Kanyon
I310552,959,Food & Beverage,1,5.23,Cash,15/02/2022,Kanyon
I187771,1045,Cosmetics,1,40.66,Debit Card,8/9/2022,Metrocity
I281054,333,Books,5,75.75,Cash,2/9/2022,Kanyon
I283927,552,Cosmetics,4,162.64,Debit Card,30/10/2022,Istinye Park
I320851,698,Clothing,4,1200.32,Debit Card,3/5/2021,Mall of Istanbul
I128645,462,Clothing,4,1200.32,Debit Card,27/02/2022,Istinye Park
I860599,241,Clothing,1,300.08,Credit Card,12/4/2021,Mall of Istanbul
I219513,864,Clothing,3,900.24,Credit Card,24/03/2021,Istinye Park
I160545,274,Toys,5,179.2,Credit Card,28/11/2022,Kanyon
I241813,324,Clothing,5,1500.4,Cash,4/2/2023,Istinye Park
I199956,75,Cosmetics,1,40.66,Credit Card,1/4/2021,Istinye Park
I826044,3564,Toys,3,107.52,Cash,14/07/2021,Metropol AVM
I280091,574,Souvenir,4,46.92,Cash,1/3/2023,Metrocity
I469098,721,Shoes,4,2400.68,Debit Card,24/10/2022,Metropol AVM
I584641,2174,Clothing,1,300.08,Cash,6/12/2022,Forum Istanbul
I504058,3045,Food & Beverage,2,10.46,Cash,30/07/2021,Kanyon
I106639,931,Shoes,2,1200.34,Cash,17/08/2021,Kanyon
I604957,1272,Clothing,1,300.08,Cash,30/11/2022,Istinye Park
I187370,639,Books,3,45.45,Credit Card,10/3/2022,Metrocity
I752673,1026,Technology,4,4200.0,Credit Card,5/12/2022,Kanyon
I141877,2448,Clothing,3,900.24,Debit Card,18/11/2022,Metropol AVM
I712241,1065,Technology,4,4200.0,Credit Card,31/12/2022,Metropol AVM
I143573,67,Clothing,2,600.16,Cash,11/10/2021,Metropol AVM
I224689,749,Clothing,4,1200.32,Debit Card,15/09/2021,Kanyon
I175593,1138,Toys,2,71.68,Cash,23/12/2022,Mall of Istanbul
I177200,3,Food & Beverage,1,5.23,Debit Card,22/02/2023,Viaport Outlet
I935961,453,Food & Beverage,4,20.92,Credit Card,16/01/2022,Metropol AVM
I135566,1391,Clothing,2,600.16,Cash,24/02/2023,Metropol AVM
I241446,169,Toys,2,71.68,Cash,1/1/2023,Kanyon
I285705,3126,Technology,4,4200.0,Cash,13/09/2021,Mall of Istanbul
I312730,3662,Clothing,1,300.08,Credit Card,7/1/2022,Istinye Park
I106687,28,Clothing,4,1200.32,Cash,5/1/2023,Metrocity
I294120,3850,Cosmetics,3,121.98,Cash,6/3/2022,Metrocity
I193677,1411,Shoes,2,1200.34,Debit Card,10/9/2021,Metropol AVM
I206495,1938,Shoes,1,600.17,Credit Card,12/1/2023,Kanyon
I320477,694,Clothing,3,900.24,Credit Card,7/1/2021,Mall of Istanbul
I295357,507,Cosmetics,1,40.66,Credit Card,26/09/2022,Emaar Square Mall
I571169,178,Clothing,5,1500.4,Credit Card,4/6/2021,Mall of Istanbul
I258534,1184,Technology,5,5250.0,Credit Card,5/5/2022,Zorlu Center
I262465,531,Technology,4,4200.0,Debit Card,25/05/2022,Istinye Park
I266757,323,Souvenir,4,46.92,Debit Card,29/11/2022,Kanyon
I169832,328,Clothing,4,1200.32,Credit Card,10/6/2021,Metrocity
I250728,3873,Cosmetics,4,162.64,Cash,24/06/2021,Forum Istanbul
I200329,19,Shoes,4,2400.68,Cash,2/9/2022,Metropol AVM
I942584,1445,Toys,1,35.84,Debit Card,30/08/2021,Mall of Istanbul
I178338,135,Food & Beverage,4,20.92,Credit Card,4/5/2022,Metropol AVM
I229929,399,Clothing,3,900.24,Debit Card,17/01/2022,Forum Istanbul
I288683,572,Clothing,4,1200.32,Cash,9/7/2022,Viaport Outlet
I138961,1287,Souvenir,3,35.19,Credit Card,5/8/2021,Kanyon
I802719,632,Clothing,5,1500.4,Cash,25/10/2021,Metropol AVM
I195394,617,Cosmetics,3,121.98,Credit Card,12/12/2021,Istinye Park
I170017,976,Technology,4,4200.0,Credit Card,9/12/2021,Mall of Istanbul
I211919,2014,Food & Beverage,3,15.69,Cash,15/11/2022,Istinye Park
I321071,606,Cosmetics,4,162.64,Cash,12/2/2021,Mall of Istanbul
I297517,10,Cosmetics,5,203.3,Debit Card,27/01/2021,Mall of Istanbul
I115753,314,Food & Beverage,5,26.15,Credit Card,19/04/2021,Istinye Park
